"Point Path","DTS","Unit","Detection","Value","Channel"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","4/12/2016 08:41:08","gE","Peak to Peak","7.904294","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","4/8/2016 10:21:39","gE","Peak to Peak","3.472548","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","4/1/2016 15:33:22","gE","Peak to Peak","4.529862","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","3/31/2016 16:51:30","gE","Peak to Peak","3.919645","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","3/30/2016 09:22:38","gE","Peak to Peak","4.242683","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","3/29/2016 09:02:38","gE","Peak to Peak","6.107059","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","3/16/2016 09:27:03","gE","Peak to Peak","8.152104","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","1/25/2016 09:24:39","gE","Peak to Peak","3.723258","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","1/13/2016 09:06:41","gE","Peak to Peak","4.316080","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ENV3","1/7/2016 10:28:42","gE","Peak to Peak","3.797723","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","8/9/2016 09:19:04","g","RMS","1.765740","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","7/26/2016 09:08:12","g","RMS","1.314676","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","7/25/2016 23:13:37","g","RMS","1.167028","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","7/1/2016 09:17:22","g","RMS","1.352336","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","6/21/2016 09:28:58","g","RMS","1.013214","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","6/7/2016 09:05:42","g","RMS","1.045198","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","5/24/2016 09:06:01","g","RMS","1.848079","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","5/10/2016 09:05:09","g","RMS","1.409650","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","4/26/2016 09:10:09","g","RMS","0.896909","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","4/12/2016 08:41:10","g","RMS","1.436262","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","4/8/2016 10:21:41","g","RMS","0.917417","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","4/1/2016 15:33:27","g","RMS","1.021760","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","3/31/2016 16:51:36","g","RMS","0.926084","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","3/30/2016 09:22:41","g","RMS","1.011444","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","3/29/2016 09:02:41","g","RMS","1.495651","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","3/16/2016 09:27:05","g","RMS","1.926328","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","1/25/2016 09:24:43","g","RMS","0.696371","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","1/13/2016 09:06:43","g","RMS","1.076815","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE H-ACC","1/7/2016 10:28:44","g","RMS","0.921354","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","8/9/2016 09:19:10","mm/s","Peak","0.974342","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","7/26/2016 09:08:20","mm/s","Peak","1.542558","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","7/25/2016 23:13:44","mm/s","Peak","0.759491","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","7/1/2016 09:17:30","mm/s","Peak","0.737251","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","6/21/2016 09:29:05","mm/s","Peak","0.713332","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","6/7/2016 09:05:52","mm/s","Peak","0.816103","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","5/24/2016 09:06:07","mm/s","Peak","0.882138","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","5/10/2016 09:05:18","mm/s","Peak","0.815340","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","4/26/2016 09:10:18","mm/s","Peak","0.887135","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","4/12/2016 08:41:20","mm/s","Peak","0.683538","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","4/8/2016 10:21:48","mm/s","Peak","0.610523","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","4/1/2016 15:33:40","mm/s","Peak","1.114307","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","3/31/2016 16:51:45","mm/s","Peak","0.934477","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","3/30/2016 09:22:50","mm/s","Peak","1.046327","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","3/29/2016 09:02:56","mm/s","Peak","0.743011","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","3/16/2016 09:27:12","mm/s","Peak","1.075282","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","1/25/2016 09:24:50","mm/s","Peak","0.809923","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","1/13/2016 09:06:53","mm/s","Peak","1.097789","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 24B\3P DE A-VEL","1/7/2016 10:28:58","mm/s","Peak","0.821863","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","8/9/2016 09:15:58","mm/s","Peak","1.026032","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","5/10/2016 09:01:32","mm/s","Peak","0.900258","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","4/26/2016 09:06:49","mm/s","Peak","1.006310","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","4/14/2016 14:29:07","mm/s","Peak","1.445357","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","3/23/2016 11:20:47","mm/s","Peak","1.979583","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","3/16/2016 09:21:34","mm/s","Peak","2.699820","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE V-VEL","1/13/2016 09:07:13","mm/s","Peak","0.779901","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","8/9/2016 09:16:11","mm/s","Peak","1.379284","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","5/10/2016 09:01:39","mm/s","Peak","1.658986","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","4/26/2016 09:06:56","mm/s","Peak","1.130558","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","4/14/2016 14:29:18","mm/s","Peak","1.195906","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","3/23/2016 11:20:58","mm/s","Peak","2.333293","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","3/16/2016 09:21:46","mm/s","Peak","1.752754","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-VEL","1/13/2016 09:07:22","mm/s","Peak","1.241112","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","8/9/2016 09:16:16","gE","Peak to Peak","1.301553","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","5/10/2016 09:01:42","gE","Peak to Peak","1.878964","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","4/26/2016 09:07:00","gE","Peak to Peak","1.476241","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","4/14/2016 14:29:25","gE","Peak to Peak","2.957549","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","3/23/2016 11:21:05","gE","Peak to Peak","3.569750","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","3/16/2016 09:21:50","gE","Peak to Peak","2.414167","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ENV3","1/13/2016 09:07:26","gE","Peak to Peak","0.671255","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","8/9/2016 09:16:25","g","RMS","0.294168","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","5/10/2016 09:01:44","g","RMS","0.346370","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","4/26/2016 09:07:02","g","RMS","0.346904","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","4/14/2016 14:29:28","g","RMS","0.421796","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","3/23/2016 11:21:11","g","RMS","0.568835","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","3/16/2016 09:21:52","g","RMS","0.439985","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\1M NDE H-ACC","1/13/2016 09:07:28","g","RMS","0.144591","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","8/9/2016 09:16:36","mm/s","Peak","0.691435","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","5/10/2016 09:01:50","mm/s","Peak","2.373196","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","4/26/2016 09:07:18","mm/s","Peak","1.419645","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","4/14/2016 14:29:39","mm/s","Peak","1.591082","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","3/23/2016 11:21:24","mm/s","Peak","2.953276","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","3/16/2016 09:22:02","mm/s","Peak","2.957549","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE V-VEL","1/13/2016 09:07:34","mm/s","Peak","0.412763","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","8/9/2016 09:16:43","mm/s","Peak","1.276284","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","5/10/2016 09:01:59","mm/s","Peak","1.327174","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","4/26/2016 09:07:27","mm/s","Peak","1.023209","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","4/14/2016 14:29:48","mm/s","Peak","1.579943","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","3/23/2016 11:21:35","mm/s","Peak","2.658467","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","3/16/2016 09:22:09","mm/s","Peak","2.691275","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-VEL","1/13/2016 09:07:41","mm/s","Peak","0.817286","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","8/9/2016 09:16:47","gE","Peak to Peak","1.010773","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","5/10/2016 09:02:02","gE","Peak to Peak","1.324442","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","4/26/2016 09:07:30","gE","Peak to Peak","1.096347","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","4/14/2016 14:29:53","gE","Peak to Peak","2.791986","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","3/23/2016 11:21:39","gE","Peak to Peak","3.376568","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","3/16/2016 09:22:12","gE","Peak to Peak","2.153539","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ENV3","1/13/2016 09:07:45","gE","Peak to Peak","0.580310","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","8/9/2016 09:16:49","g","RMS","0.271828","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","5/10/2016 09:02:04","g","RMS","0.219245","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","4/26/2016 09:07:32","g","RMS","0.200263","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","4/14/2016 14:29:58","g","RMS","0.307276","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","3/23/2016 11:21:43","g","RMS","0.536393","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","3/16/2016 09:22:14","g","RMS","0.411557","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE H-ACC","1/13/2016 09:07:46","g","RMS","0.131669","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","8/9/2016 09:16:55","mm/s","Peak","1.098628","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","5/10/2016 09:02:11","mm/s","Peak","2.108371","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","4/26/2016 09:07:46","mm/s","Peak","1.969665","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","4/14/2016 14:30:09","mm/s","Peak","2.136601","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","3/23/2016 11:21:51","mm/s","Peak","2.263176","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","3/16/2016 09:22:20","mm/s","Peak","2.435072","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\2M DE A-VEL","1/13/2016 09:07:53","mm/s","Peak","0.512902","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","8/9/2016 09:17:08","mm/s","Peak","1.141354","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","5/10/2016 09:02:19","mm/s","Peak","1.371197","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","4/26/2016 09:07:54","mm/s","Peak","1.088977","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","4/14/2016 14:30:15","mm/s","Peak","1.811426","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","3/23/2016 11:22:34","mm/s","Peak","21.324810","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","3/16/2016 09:23:26","mm/s","Peak","7.588428","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE V-VEL","1/13/2016 09:08:01","mm/s","Peak","2.353664","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","8/9/2016 09:17:15","mm/s","Peak","1.672872","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","5/10/2016 09:02:27","mm/s","Peak","0.848491","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","4/26/2016 09:08:02","mm/s","Peak","0.955916","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","4/14/2016 14:30:21","mm/s","Peak","1.425291","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","3/23/2016 11:22:43","mm/s","Peak","14.059880","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","3/16/2016 09:25:05","mm/s","Peak","6.545457","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-VEL","1/13/2016 09:08:10","mm/s","Peak","2.175741","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","8/9/2016 09:17:19","gE","Peak to Peak","2.618183","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","5/10/2016 09:02:30","gE","Peak to Peak","1.862239","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","4/26/2016 09:08:06","gE","Peak to Peak","2.020936","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","4/14/2016 14:30:25","gE","Peak to Peak","1.821589","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","3/23/2016 11:22:51","gE","Peak to Peak","33.291110","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","3/16/2016 09:25:10","gE","Peak to Peak","22.145760","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ENV3","1/13/2016 09:08:13","gE","Peak to Peak","1.993713","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","8/9/2016 09:17:21","g","RMS","0.641102","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","5/10/2016 09:02:32","g","RMS","0.447722","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","4/26/2016 09:08:08","g","RMS","0.463179","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","4/14/2016 14:30:28","g","RMS","0.440306","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","3/23/2016 11:22:56","g","RMS","6.908780","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","3/16/2016 09:25:12","g","RMS","4.354686","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE H-ACC","1/13/2016 09:08:15","g","RMS","0.345469","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","8/9/2016 09:17:29","mm/s","Peak","0.832049","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","5/10/2016 09:02:41","mm/s","Peak","0.820071","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","4/26/2016 09:08:16","mm/s","Peak","0.613918","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","4/14/2016 14:30:35","mm/s","Peak","0.959044","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","3/23/2016 11:23:36","mm/s","Peak","16.798150","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","3/16/2016 09:25:23","mm/s","Peak","8.361691","1"
"\Hierarchy\UP2 DUMAI\HOC\COOKER 140-3000\140 PM 25A\3P DE A-VEL","1/13/2016 09:08:25","mm/s","Peak","0.847690","1"
